id,pair_type,comet_score
280,base_es,0.9078445434570312
280,tf_es,0.8658748269081116
281,base_tf,0.9255433678627014
281,base_es,0.9239892959594727
281,tf_es,0.8888182640075684
282,base_tf,0.8932661414146423
282,base_es,0.9184747338294983
282,tf_es,0.8437176942825317
283,base_tf,0.9285203814506531
283,base_es,0.9330931305885315
283,tf_es,0.9159983396530151
284,base_tf,0.9347696304321289
284,base_es,0.9286278486251831
284,tf_es,0.9345192313194275
285,base_tf,0.8918721675872803
285,base_es,0.9107238054275513
285,tf_es,0.8912790417671204
286,base_tf,0.9503059983253479
286,base_es,0.9518651366233826
286,tf_es,0.9328427910804749
287,base_tf,0.9250151515007019
287,base_es,0.9534280300140381
287,tf_es,0.8978611826896667
288,base_tf,0.9439879059791565
288,base_es,0.9452279210090637
288,tf_es,0.9330472946166992
289,base_tf,0.9250379800796509
289,base_es,0.9226693511009216
289,tf_es,0.9095523953437805
290,base_tf,0.9419450759887695
290,base_es,0.9417492747306824
290,tf_es,0.9426947236061096
291,base_tf,0.9376890063285828
291,base_es,0.8830429315567017
291,tf_es,0.8790392279624939
292,base_tf,0.9523987174034119
292,base_es,0.9554774165153503
292,tf_es,0.9606055617332458
293,base_tf,0.9542283415794373
293,base_es,0.9525086283683777
293,tf_es,0.9517722725868225
294,base_tf,0.9129027724266052
294,base_es,0.9176680445671082
294,tf_es,0.8982236981391907
295,base_tf,0.9277017712593079
295,base_es,0.8991507887840271
295,tf_es,0.8825389742851257
296,base_tf,0.9637091159820557
296,base_es,0.9610384106636047
296,tf_es,0.9594597816467285
297,base_tf,0.8986810445785522
297,base_es,0.9108491539955139
297,tf_es,0.8432726263999939
298,base_tf,0.9582964777946472
298,base_es,0.9616267085075378
298,tf_es,0.9377724528312683
